位置X：-30.82057,  位置Y：0.08333337,  位置Z：-14.58808,  身体角度：0.04343759,  头部角度：270.5486
碰撞物体名称：Display_A2 (5)，碰撞次数：2069碰撞时长：0.0064814秒，碰撞总时长：16.08906秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2070碰撞时长：0.0099668秒，碰撞总时长：16.09902秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2071碰撞时长：0.006677秒，碰撞总时长：16.1057秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2072碰撞时长：0.0074139秒，碰撞总时长：16.11311秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2073碰撞时长：0.0096759秒，碰撞总时长：16.12279秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2074碰撞时长：0.0061813秒，碰撞总时长：16.12897秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2075碰撞时长：0.0072808秒，碰撞总时长：16.13625秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2076碰撞时长：0.007524秒，碰撞总时长：16.14378秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2077碰撞时长：0.0101467秒，碰撞总时长：16.15392秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2078碰撞时长：0.006487秒，碰撞总时长：16.16041秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2079碰撞时长：0.0064686秒，碰撞总时长：16.16688秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2080碰撞时长：0.0073198秒，碰撞总时长：16.1742秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2081碰撞时长：0.0064272秒，碰撞总时长：16.18063秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2082碰撞时长：0.0067929秒，碰撞总时长：16.18742秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2083碰撞时长：0.0100434秒，碰撞总时长：16.19746秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2084碰撞时长：0.0061359秒，碰撞总时长：16.2036秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2085碰撞时长：0.0173286秒，碰撞总时长：16.22093秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2086碰撞时长：0.0088062秒，碰撞总时长：16.22973秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2087碰撞时长：0.0075194秒，碰撞总时长：16.23725秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2088碰撞时长：0.0074082秒，碰撞总时长：16.24466秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2089碰撞时长：0.0078056秒，碰撞总时长：16.25246秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2090碰撞时长：0.0063704秒，碰撞总时长：16.25883秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2091碰撞时长：0.0104701秒，碰撞总时长：16.2693秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2092碰撞时长：0.0088853秒，碰撞总时长：16.27819秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2093碰撞时长：0.0068908秒，碰撞总时长：16.28508秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2094碰撞时长：0.0083344秒，碰撞总时长：16.29342秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2095碰撞时长：0.0092703秒，碰撞总时长：16.30268秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2096碰撞时长：0.0074676秒，碰撞总时长：16.31015秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2097碰撞时长：0.007822秒，碰撞总时长：16.31797秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2098碰撞时长：0.0095848秒，碰撞总时长：16.32756秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2099碰撞时长：0.0068228秒，碰撞总时长：16.33438秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2100碰撞时长：0.0086891秒，碰撞总时长：16.34307秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2101碰撞时长：0.0064898秒，碰撞总时长：16.34956秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2102碰撞时长：0.0114468秒，碰撞总时长：16.36101秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2103碰撞时长：0.0062781秒，碰撞总时长：16.36729秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2104碰撞时长：0.0075772秒，碰撞总时长：16.37486秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2105碰撞时长：0.0065546秒，碰撞总时长：16.38142秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2106碰撞时长：0.0186628秒，碰撞总时长：16.40008秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2107碰撞时长：0.0071676秒，碰撞总时长：16.40725秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2108碰撞时长：0.0076728秒，碰撞总时长：16.41492秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2109碰撞时长：0.0104747秒，碰撞总时长：16.4254秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2110碰撞时长：0.0069403秒，碰撞总时长：16.43234秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2111碰撞时长：0.0064908秒，碰撞总时长：16.43883秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2112碰撞时长：0.0103236秒，碰撞总时长：16.44915秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2113碰撞时长：0.0088109秒，碰撞总时长：16.45796秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2114碰撞时长：0.0094033秒，碰撞总时长：16.46737秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2115碰撞时长：0.0077634秒，碰撞总时长：16.47513秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2116碰撞时长：0.0069314秒，碰撞总时长：16.48206秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2117碰撞时长：0.0066133秒，碰撞总时长：16.48867秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2118碰撞时长：0.00711秒，碰撞总时长：16.49578秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2119碰撞时长：0.006309秒，碰撞总时长：16.50209秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2120碰撞时长：0.0062601秒，碰撞总时长：16.50835秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2121碰撞时长：0.0077941秒，碰撞总时长：16.51615秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2122碰撞时长：0.0065942秒，碰撞总时长：16.52274秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2123碰撞时长：0.0062335秒，碰撞总时长：16.52897秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2124碰撞时长：0.008608秒，碰撞总时长：16.53758秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2125碰撞时长：0.0065216秒，碰撞总时长：16.5441秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2126碰撞时长：0.0164491秒，碰撞总时长：16.56055秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2127碰撞时长：0.0066066秒，碰撞总时长：16.56716秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2128碰撞时长：0.0072756秒，碰撞总时长：16.57444秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2129碰撞时长：0.0063422秒，碰撞总时长：16.58078秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2130碰撞时长：0.0069069秒，碰撞总时长：16.58768秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2131碰撞时长：0.0076657秒，碰撞总时长：16.59535秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2132碰撞时长：0.0066487秒，碰撞总时长：16.602秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2133碰撞时长：0.0065034秒，碰撞总时长：16.6085秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2134碰撞时长：0.0074769秒，碰撞总时长：16.61598秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2135碰撞时长：0.0063662秒，碰撞总时长：16.62235秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2136碰撞时长：0.0073234秒，碰撞总时长：16.62967秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2137碰撞时长：0.0074711秒，碰撞总时长：16.63714秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2138碰撞时长：0.0075081秒，碰撞总时长：16.64465秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2139碰撞时长：0.0080106秒，碰撞总时长：16.65266秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2140碰撞时长：0.0079594秒，碰撞总时长：16.66062秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2141碰撞时长：0.0073656秒，碰撞总时长：16.66799秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2142碰撞时长：0.0082566秒，碰撞总时长：16.67624秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2143碰撞时长：0.006341秒，碰撞总时长：16.68258秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2144碰撞时长：0.0066012秒，碰撞总时长：16.68919秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2145碰撞时长：0.0077356秒，碰撞总时长：16.69692秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2146碰撞时长：0.0063791秒，碰撞总时长：16.7033秒
碰撞物体名称：Display_A2 (5)，碰撞次数：2147碰撞时长：0.0177412秒，碰撞总时长：16.72104秒
碰撞物体名称：Display_A2 (4)，碰撞次数：2148碰撞时长：0.0087745秒，碰撞总时长：16.72981秒
碰撞物体名称：Display_A2 (4)，碰撞次数：2149碰撞时长：0.0099329秒，碰撞总时长：16.73975秒
碰撞物体名称：Display_A2 (4)，碰撞次数：2150碰撞时长：0.0077746秒，碰撞总时长：16.74752秒
碰撞物体名称：Display_A2，碰撞次数：2151碰撞时长：0.0071454秒，碰撞总时长：16.75467秒
碰撞物体名称：Display_A2，碰撞次数：2152碰撞时长：0.0084777秒，碰撞总时长：16.76315秒
碰撞物体名称：Display_A2，碰撞次数：2153碰撞时长：0.0094466秒，碰撞总时长：16.77259秒
碰撞物体名称：Display_A2，碰撞次数：2154碰撞时长：0.0100942秒，碰撞总时长：16.78269秒
碰撞物体名称：Display_A2，碰撞次数：2155碰撞时长：0.0069044秒，碰撞总时长：16.78959秒
碰撞物体名称：Display_A2，碰撞次数：2156碰撞时长：0.0074028秒，碰撞总时长：16.79699秒
碰撞物体名称：Display_A2，碰撞次数：2157碰撞时长：0.0068055秒，碰撞总时长：16.8038秒
碰撞物体名称：Display_A2，碰撞次数：2158碰撞时长：0.0059948秒，碰撞总时长：16.80979秒
碰撞物体名称：Display_A2，碰撞次数：2159碰撞时长：0.0087445秒，碰撞总时长：16.81854秒
碰撞物体名称：Display_A2，碰撞次数：2160碰撞时长：0.0065198秒，碰撞总时长：16.82506秒
碰撞物体名称：Display_A2，碰撞次数：2161碰撞时长：0.0064781秒，碰撞总时长：16.83154秒
碰撞物体名称：Display_A2，碰撞次数：2162碰撞时长：0.007806秒，碰撞总时长：16.83934秒
碰撞物体名称：Display_A2，碰撞次数：2163碰撞时长：0.0160253秒，碰撞总时长：16.85537秒
碰撞物体名称：Display_A2，碰撞次数：2164碰撞时长：0.007567秒，碰撞总时长：16.86293秒
碰撞物体名称：Display_A2，碰撞次数：2165碰撞时长：0.006909秒，碰撞总时长：16.86984秒
碰撞物体名称：Display_A2，碰撞次数：2166碰撞时长：0.0082534秒，碰撞总时长：16.8781秒
碰撞物体名称：Display_A2，碰撞次数：2167碰撞时长：0.0064482秒，碰撞总时长：16.88454秒
碰撞物体名称：Display_A2，碰撞次数：2168碰撞时长：0.0067003秒，碰撞总时长：16.89124秒
碰撞物体名称：Display_A2，碰撞次数：2169碰撞时长：0.0091762秒，碰撞总时长：16.90042秒
碰撞物体名称：Display_A2，碰撞次数：2170碰撞时长：0.0066582秒，碰撞总时长：16.90708秒
碰撞物体名称：Display_A2，碰撞次数：2171碰撞时长：0.0064751秒，碰撞总时长：16.91356秒
碰撞物体名称：Display_A2，碰撞次数：2172碰撞时长：0.0081043秒，碰撞总时长：16.92166秒
碰撞物体名称：Display_A2，碰撞次数：2173碰撞时长：0.0065754秒，碰撞总时长：16.92823秒
碰撞物体名称：Display_A2，碰撞次数：2174碰撞时长：0.0067369秒，碰撞总时长：16.93497秒
碰撞物体名称：Display_A2，碰撞次数：2175碰撞时长：0.0087998秒，碰撞总时长：16.94377秒
碰撞物体名称：Display_A2，碰撞次数：2176碰撞时长：0.0063231秒，碰撞总时长：16.95009秒
碰撞物体名称：Display_A2，碰撞次数：2177碰撞时长：0.0080248秒，碰撞总时长：16.95812秒
碰撞物体名称：Display_A2，碰撞次数：2178碰撞时长：0.0072116秒，碰撞总时长：16.96533秒
碰撞物体名称：Display_A2，碰撞次数：2179碰撞时长：0.0096835秒，碰撞总时长：16.97501秒
碰撞物体名称：Display_A2，碰撞次数：2180碰撞时长：0.0106821秒，碰撞总时长：16.98569秒
碰撞物体名称：Display_A2，碰撞次数：2181碰撞时长：0.0080358秒，碰撞总时长：16.99373秒
碰撞物体名称：Display_A2，碰撞次数：2182碰撞时长：0.0080805秒，碰撞总时长：17.00181秒
碰撞物体名称：Display_A2，碰撞次数：2183碰撞时长：0.0163792秒，碰撞总时长：17.01819秒
碰撞物体名称：Display_A2，碰撞次数：2184碰撞时长：0.0076081秒，碰撞总时长：17.0258秒
碰撞物体名称：Display_A2，碰撞次数：2185碰撞时长：0.0065178秒，碰撞总时长：17.03232秒
碰撞物体名称：Display_A2，碰撞次数：2186碰撞时长：0.0077788秒，碰撞总时长：17.04009秒
碰撞物体名称：Display_A2，碰撞次数：2187碰撞时长：0.0062842秒，碰撞总时长：17.04638秒
碰撞物体名称：Display_A2，碰撞次数：2188碰撞时长：0.0069435秒，碰撞总时长：17.05332秒
碰撞物体名称：Display_A2，碰撞次数：2189碰撞时长：0.0072537秒，碰撞总时长：17.06058秒
碰撞物体名称：Display_A2，碰撞次数：2190碰撞时长：0.0065486秒，碰撞总时长：17.06712秒
碰撞物体名称：Display_A2，碰撞次数：2191碰撞时长：0.0066149秒，碰撞总时长：17.07374秒
碰撞物体名称：Display_A2，碰撞次数：2192碰撞时长：0.0074014秒，碰撞总时长：17.08114秒
碰撞物体名称：Display_A2，碰撞次数：2193碰撞时长：0.0065783秒，碰撞总时长：17.08772秒
碰撞物体名称：Display_A2，碰撞次数：2194碰撞时长：0.0065363秒，碰撞总时长：17.09425秒
碰撞物体名称：Display_A2，碰撞次数：2195碰撞时长：0.0081272秒，碰撞总时长：17.10238秒
碰撞物体名称：Display_A2，碰撞次数：2196碰撞时长：0.0068743秒，碰撞总时长：17.10925秒
碰撞物体名称：Display_A2，碰撞次数：2197碰撞时长：0.0077037秒，碰撞总时长：17.11696秒
碰撞物体名称：Display_A2，碰撞次数：2198碰撞时长：0.0078296秒，碰撞总时长：17.12479秒
碰撞物体名称：Display_A2，碰撞次数：2199碰撞时长：0.0068296秒，碰撞总时长：17.13162秒
碰撞物体名称：Display_A2，碰撞次数：2200碰撞时长：0.0076802秒，碰撞总时长：17.1393秒
碰撞物体名称：Display_A2，碰撞次数：2201碰撞时长：0.0069461秒，碰撞总时长：17.14625秒
碰撞物体名称：Display_A2，碰撞次数：2202碰撞时长：0.0064341秒，碰撞总时长：17.15268秒
碰撞物体名称：Display_A2，碰撞次数：2203碰撞时长：0.0174705秒，碰撞总时长：17.17015秒
碰撞物体名称：Display_A2，碰撞次数：2204碰撞时长：0.0082526秒，碰撞总时长：17.1784秒
碰撞物体名称：Display_A2，碰撞次数：2205碰撞时长：0.0074004秒，碰撞总时长：17.1858秒
碰撞物体名称：Display_A2，碰撞次数：2206碰撞时长：0.0089531秒，碰撞总时长：17.19476秒
碰撞物体名称：Display_A2，碰撞次数：2207碰撞时长：0.0086371秒，碰撞总时长：17.20339秒
碰撞物体名称：Display_A2，碰撞次数：2208碰撞时长：0.0068558秒，碰撞总时长：17.21025秒
碰撞物体名称：Display_A2，碰撞次数：2209碰撞时长：0.0093673秒，碰撞总时长：17.21962秒
碰撞物体名称：Display_A2，碰撞次数：2210碰撞时长：0.0067583秒，碰撞总时长：17.22637秒
碰撞物体名称：Display_A2，碰撞次数：2211碰撞时长：0.0065359秒，碰撞总时长：17.23291秒
碰撞物体名称：Display_A2，碰撞次数：2212碰撞时长：0.0083396秒，碰撞总时长：17.24125秒
碰撞物体名称：Display_A2，碰撞次数：2213碰撞时长：0.006517秒，碰撞总时长：17.24777秒
碰撞物体名称：Display_A2，碰撞次数：2214碰撞时长：0.0067434秒，碰撞总时长：17.25451秒
碰撞物体名称：Display_A2，碰撞次数：2215碰撞时长：0.0082909秒，碰撞总时长：17.2628秒
碰撞物体名称：Display_A2，碰撞次数：2216碰撞时长：0.0069052秒，碰撞总时长：17.2697秒
碰撞物体名称：Display_A2，碰撞次数：2217碰撞时长：0.008125秒，碰撞总时长：17.27783秒
碰撞物体名称：Display_A2，碰撞次数：2218碰撞时长：0.0074234秒，碰撞总时长：17.28525秒
碰撞物体名称：Display_A2，碰撞次数：2219碰撞时长：0.0073491秒，碰撞总时长：17.2926秒
碰撞物体名称：Display_A2，碰撞次数：2220碰撞时长：0.0078446秒，碰撞总时长：17.30045秒
碰撞物体名称：Display_A2，碰撞次数：2221碰撞时长：0.0076473秒，碰撞总时长：17.30809秒
碰撞物体名称：Display_A2，碰撞次数：2222碰撞时长：0.0165511秒，碰撞总时长：17.32465秒
碰撞物体名称：Display_A2，碰撞次数：2223碰撞时长：0.0089568秒，碰撞总时长：17.3336秒
碰撞物体名称：Display_A2，碰撞次数：2224碰撞时长：0.0083347秒，碰撞总时长：17.34194秒
碰撞物体名称：Display_A2，碰撞次数：2225碰撞时长：0.0067235秒，碰撞总时长：17.34866秒
碰撞物体名称：Display_A2，碰撞次数：2226碰撞时长：0.0081769秒，碰撞总时长：17.35684秒
碰撞物体名称：Display_A2，碰撞次数：2227碰撞时长：0.0067692秒，碰撞总时长：17.36361秒
碰撞物体名称：Display_A2，碰撞次数：2228碰撞时长：0.0067853秒，碰撞总时长：17.37039秒
碰撞物体名称：Display_A2，碰撞次数：2229碰撞时长：0.0091537秒，碰撞总时长：17.37955秒
碰撞物体名称：Display_A2，碰撞次数：2230碰撞时长：0.0068766秒，碰撞总时长：17.38642秒
碰撞物体名称：Display_A2，碰撞次数：2231碰撞时长：0.0079144秒，碰撞总时长：17.39433秒
碰撞物体名称：Display_A2，碰撞次数：2232碰撞时长：0.0092807秒，碰撞总时长：17.40362秒
碰撞物体名称：Display_A2，碰撞次数：2233碰撞时长：0.007882秒，碰撞总时长：17.4115秒
碰撞物体名称：Display_A2，碰撞次数：2234碰撞时长：0.0082592秒，碰撞总时长：17.41976秒
碰撞物体名称：Display_A2，碰撞次数：2235碰撞时长：0.0069634秒，碰撞总时长：17.42672秒
碰撞物体名称：Display_A2，碰撞次数：2236碰撞时长：0.0067282秒，碰撞总时长：17.43345秒
碰撞物体名称：Display_A2，碰撞次数：2237碰撞时长：0.0086198秒，碰撞总时长：17.44207秒
碰撞物体名称：Display_A2，碰撞次数：2238碰撞时长：0.0067382秒，碰撞总时长：17.44881秒
碰撞物体名称：Display_A2，碰撞次数：2239碰撞时长：0.0087316秒，碰撞总时长：17.45754秒
碰撞物体名称：Display_A2，碰撞次数：2240碰撞时长：0.0066569秒，碰撞总时长：17.4642秒
碰撞物体名称：Display_A2，碰撞次数：2241碰撞时长：0.0069837秒，碰撞总时长：17.47118秒
碰撞物体名称：Display_A2，碰撞次数：2242碰撞时长：0.0179288秒，碰撞总时长：17.48911秒
碰撞物体名称：Display_A2，碰撞次数：2243碰撞时长：0.0119697秒，碰撞总时长：17.50108秒
碰撞物体名称：Display_A2，碰撞次数：2244碰撞时长：0.0066099秒，碰撞总时长：17.50769秒
碰撞物体名称：Display_A2，碰撞次数：2245碰撞时长：0.0066802秒，碰撞总时长：17.51437秒
碰撞物体名称：Display_A2，碰撞次数：2246碰撞时长：0.0109967秒，碰撞总时长：17.52536秒
碰撞物体名称：Display_A2，碰撞次数：2247碰撞时长：0.0068724秒，碰撞总时长：17.53223秒
碰撞物体名称：Display_A2，碰撞次数：2248碰撞时长：0.0090169秒，碰撞总时长：17.54125秒
碰撞物体名称：Display_A2，碰撞次数：2249碰撞时长：0.009486秒，碰撞总时长：17.55074秒
碰撞物体名称：Display_A2，碰撞次数：2250碰撞时长：0.0075623秒，碰撞总时长：17.5583秒
碰撞物体名称：Display_A2，碰撞次数：2251碰撞时长：0.0063777秒，碰撞总时长：17.56468秒
碰撞物体名称：Display_A2，碰撞次数：2252碰撞时长：0.0068224秒，碰撞总时长：17.5715秒
碰撞物体名称：Display_A2，碰撞次数：2253碰撞时长：0.0111968秒，碰撞总时长：17.5827秒
碰撞物体名称：Display_A2，碰撞次数：2254碰撞时长：0.0066339秒，碰撞总时长：17.58933秒
碰撞物体名称：Display_A2，碰撞次数：2255碰撞时长：0.0108664秒，碰撞总时长：17.60019秒
碰撞物体名称：Display_A2，碰撞次数：2256碰撞时长：0.0070268秒，碰撞总时长：17.60722秒
碰撞物体名称：Display_A2，碰撞次数：2257碰撞时长：0.0074534秒，碰撞总时长：17.61468秒
碰撞物体名称：Display_A2，碰撞次数：2258碰撞时长：0.0116933秒，碰撞总时长：17.62637秒
碰撞物体名称：Display_A2，碰撞次数：2259碰撞时长：0.0076012秒，碰撞总时长：17.63397秒
碰撞物体名称：Display_A2，碰撞次数：2260碰撞时长：0.0086071秒，碰撞总时长：17.64258秒
碰撞物体名称：Display_A2，碰撞次数：2261碰撞时长：0.0210848秒，碰撞总时长：17.66366秒
碰撞物体名称：Display_A2，碰撞次数：2262碰撞时长：0.0072911秒，碰撞总时长：17.67096秒
碰撞物体名称：Display_A2，碰撞次数：2263碰撞时长：0.0116643秒，碰撞总时长：17.68262秒
碰撞物体名称：Display_A2，碰撞次数：2264碰撞时长：0.0078162秒，碰撞总时长：17.69044秒
碰撞物体名称：Display_A2，碰撞次数：2265碰撞时长：0.0081933秒，碰撞总时长：17.69863秒
碰撞物体名称：Display_A2，碰撞次数：2266碰撞时长：0.0069077秒，碰撞总时长：17.70554秒
碰撞物体名称：Display_A2，碰撞次数：2267碰撞时长：0.0097209秒，碰撞总时长：17.71526秒
碰撞物体名称：Display_A2，碰撞次数：2268碰撞时长：0.0086519秒，碰撞总时长：17.72391秒
碰撞物体名称：Display_A2，碰撞次数：2269碰撞时长：0.0064287秒，碰撞总时长：17.73034秒
碰撞物体名称：Display_A2，碰撞次数：2270碰撞时长：0.0082535秒，碰撞总时长：17.73859秒
碰撞物体名称：Display_A2，碰撞次数：2271碰撞时长：0.0067421秒，碰撞总时长：17.74533秒
碰撞物体名称：Display_A2，碰撞次数：2272碰撞时长：0.0067042秒，碰撞总时长：17.75204秒
碰撞物体名称：Display_A2，碰撞次数：2273碰撞时长：0.0099242秒，碰撞总时长：17.76196秒
碰撞物体名称：Display_A2，碰撞次数：2274碰撞时长：0.0068438秒，碰撞总时长：17.76881秒
碰撞物体名称：Display_A2，碰撞次数：2275碰撞时长：0.0076094秒，碰撞总时长：17.77642秒
碰撞物体名称：Display_A2，碰撞次数：2276碰撞时长：0.0111612秒，碰撞总时长：17.78758秒
碰撞物体名称：Display_A2，碰撞次数：2277碰撞时长：0.0062608秒，碰撞总时长：17.79384秒
碰撞物体名称：Display_A2，碰撞次数：2278碰撞时长：0.0096177秒，碰撞总时长：17.80346秒
碰撞物体名称：Display_A2，碰撞次数：2279碰撞时长：0.006769秒，碰撞总时长：17.81022秒
碰撞物体名称：Display_A2，碰撞次数：2280碰撞时长：0.020479秒，碰撞总时长：17.8307秒
碰撞物体名称：Display_A2，碰撞次数：2281碰撞时长：0.0074605秒，碰撞总时长：17.83816秒
碰撞物体名称：Display_A2，碰撞次数：2282碰撞时长：0.0065708秒，碰撞总时长：17.84473秒
碰撞物体名称：Display_A2，碰撞次数：2283碰撞时长：0.009114秒，碰撞总时长：17.85385秒
碰撞物体名称：Display_A2，碰撞次数：2284碰撞时长：0.0073513秒，碰撞总时长：17.8612秒
碰撞物体名称：Display_A2，碰撞次数：2285碰撞时长：0.0065656秒，碰撞总时长：17.86776秒
碰撞物体名称：Display_A2，碰撞次数：2286碰撞时长：0.0090533秒，碰撞总时长：17.87682秒
碰撞物体名称：Display_A2，碰撞次数：2287碰撞时长：0.0077882秒，碰撞总时长：17.88461秒
碰撞物体名称：Display_A2，碰撞次数：2288碰撞时长：0.0065226秒，碰撞总时长：17.89113秒
碰撞物体名称：Display_A2，碰撞次数：2289碰撞时长：0.0087622秒，碰撞总时长：17.89989秒
碰撞物体名称：Display_A2，碰撞次数：2290碰撞时长：0.00874秒，碰撞总时长：17.90863秒
碰撞物体名称：Display_A2，碰撞次数：2291碰撞时长：0.0076171秒，碰撞总时长：17.91625秒
碰撞物体名称：Display_A2，碰撞次数：2292碰撞时长：0.0065936秒，碰撞总时长：17.92284秒
碰撞物体名称：Display_A2，碰撞次数：2293碰撞时长：0.0068925秒，碰撞总时长：17.92974秒
碰撞物体名称：Display_A2，碰撞次数：2294碰撞时长：0.0106839秒，碰撞总时长：17.94042秒
碰撞物体名称：Display_A2，碰撞次数：2295碰撞时长：0.0064595秒，碰撞总时长：17.94688秒
碰撞物体名称：Display_A2，碰撞次数：2296碰撞时长：0.0062235秒，碰撞总时长：17.9531秒
碰撞物体名称：Display_A2，碰撞次数：2297碰撞时长：0.0086044秒，碰撞总时长：17.96171秒
碰撞物体名称：Display_A2，碰撞次数：2298碰撞时长：0.0067165秒，碰撞总时长：17.96842秒
碰撞物体名称：Display_A2，碰撞次数：2299碰撞时长：0.0165426秒，碰撞总时长：17.98496秒
碰撞物体名称：Display_A2，碰撞次数：2300碰撞时长：0.0148668秒，碰撞总时长：17.99983秒
碰撞物体名称：Display_A2，碰撞次数：2301碰撞时长：0.0084339秒，碰撞总时长：18.00826秒
碰撞物体名称：Display_A2，碰撞次数：2302碰撞时长：0.0064374秒，碰撞总时长：18.0147秒
碰撞物体名称：Display_A2，碰撞次数：2303碰撞时长：0.0115119秒，碰撞总时长：18.02621秒
碰撞物体名称：Display_A2，碰撞次数：2304碰撞时长：0.006379秒，碰撞总时长：18.03259秒
碰撞物体名称：Display_A2，碰撞次数：2305碰撞时长：0.0083249秒，碰撞总时长：18.04092秒
碰撞物体名称：Display_A2，碰撞次数：2306碰撞时长：0.008902秒，碰撞总时长：18.04982秒
碰撞物体名称：Display_A2，碰撞次数：2307碰撞时长：0.0075363秒，碰撞总时长：18.05736秒
碰撞物体名称：Display_A2，碰撞次数：2308碰撞时长：0.0061298秒，碰撞总时长：18.06349秒
碰撞物体名称：Display_A2，碰撞次数：2309碰撞时长：0.0070067秒，碰撞总时长：18.07049秒
碰撞物体名称：Display_A2，碰撞次数：2310碰撞时长：0.0102369秒，碰撞总时长：18.08073秒
碰撞物体名称：Display_A2，碰撞次数：2311碰撞时长：0.0067139秒，碰撞总时长：18.08744秒
碰撞物体名称：Display_A2，碰撞次数：2312碰撞时长：0.0076123秒，碰撞总时长：18.09506秒
碰撞物体名称：Display_A2，碰撞次数：2313碰撞时长：0.0079006秒，碰撞总时长：18.10296秒
碰撞物体名称：Display_A2，碰撞次数：2314碰撞时长：0.0066186秒，碰撞总时长：18.10958秒
碰撞物体名称：Display_A2，碰撞次数：2315碰撞时长：0.0105839秒，碰撞总时长：18.12016秒
碰撞物体名称：Display_A2，碰撞次数：2316碰撞时长：0.0063043秒，碰撞总时长：18.12646秒
碰撞物体名称：Display_A2，碰撞次数：2317碰撞时长：0.0063826秒，碰撞总时长：18.13284秒
碰撞物体名称：Display_A2，碰撞次数：2318碰撞时长：0.020691秒，碰撞总时长：18.15354秒
碰撞物体名称：Display_A2，碰撞次数：2319碰撞时长：0.0083713秒，碰撞总时长：18.16191秒
碰撞物体名称：Display_A2，碰撞次数：2320碰撞时长：0.0066173秒，碰撞总时长：18.16852秒
