位置X：-30.2,  位置Y：0.01221865,  位置Z：-19.66,  身体角度：-3.276394E-06,  头部角度：270.8016
碰撞物体名称：Cube (25)，碰撞次数：2202碰撞时长：0.0060627秒，碰撞总时长：11.30512秒
碰撞物体名称：Cube (25)，碰撞次数：2203碰撞时长：0.0043249秒，碰撞总时长：11.30945秒
碰撞物体名称：Cube (25)，碰撞次数：2204碰撞时长：0.0055792秒，碰撞总时长：11.31503秒
碰撞物体名称：Cube (25)，碰撞次数：2205碰撞时长：0.0050968秒，碰撞总时长：11.32012秒
碰撞物体名称：Cube (25)，碰撞次数：2206碰撞时长：0.0063382秒，碰撞总时长：11.32646秒
碰撞物体名称：Cube (25)，碰撞次数：2207碰撞时长：0.0043206秒，碰撞总时长：11.33078秒
碰撞物体名称：Cube (25)，碰撞次数：2208碰撞时长：0.0053782秒，碰撞总时长：11.33616秒
碰撞物体名称：Cube (25)，碰撞次数：2209碰撞时长：0.0049511秒，碰撞总时长：11.34111秒
碰撞物体名称：Cube (25)，碰撞次数：2210碰撞时长：0.0045683秒，碰撞总时长：11.34568秒
碰撞物体名称：Cube (25)，碰撞次数：2211碰撞时长：0.0046004秒，碰撞总时长：11.35028秒
碰撞物体名称：Cube (25)，碰撞次数：2212碰撞时长：0.0045111秒，碰撞总时长：11.35479秒
碰撞物体名称：Cube (25)，碰撞次数：2213碰撞时长：0.0067467秒，碰撞总时长：11.36154秒
碰撞物体名称：Cube (25)，碰撞次数：2214碰撞时长：0.00465秒，碰撞总时长：11.36619秒
碰撞物体名称：Cube (25)，碰撞次数：2215碰撞时长：0.0047297秒，碰撞总时长：11.37091秒
碰撞物体名称：Cube (25)，碰撞次数：2216碰撞时长：0.0052043秒，碰撞总时长：11.37612秒
碰撞物体名称：Cube (25)，碰撞次数：2217碰撞时长：0.0049485秒，碰撞总时长：11.38107秒
碰撞物体名称：Cube (25)，碰撞次数：2218碰撞时长：0.0054375秒，碰撞总时长：11.38651秒
碰撞物体名称：Cube (25)，碰撞次数：2219碰撞时长：0.0045341秒，碰撞总时长：11.39104秒
碰撞物体名称：Cube (25)，碰撞次数：2220碰撞时长：0.0069451秒，碰撞总时长：11.39798秒
碰撞物体名称：Cube (25)，碰撞次数：2221碰撞时长：0.0047619秒，碰撞总时长：11.40275秒
碰撞物体名称：Cube (25)，碰撞次数：2222碰撞时长：0.006069秒，碰撞总时长：11.40881秒
碰撞物体名称：Cube (25)，碰撞次数：2223碰撞时长：0.004884秒，碰撞总时长：11.4137秒
碰撞物体名称：Cube (25)，碰撞次数：2224碰撞时长：0.0048978秒，碰撞总时长：11.4186秒
碰撞物体名称：Cube (25)，碰撞次数：2225碰撞时长：0.0061765秒，碰撞总时长：11.42477秒
碰撞物体名称：Cube (25)，碰撞次数：2226碰撞时长：0.0047637秒，碰撞总时长：11.42954秒
碰撞物体名称：Cube (25)，碰撞次数：2227碰撞时长：0.0052009秒，碰撞总时长：11.43474秒
碰撞物体名称：Cube (25)，碰撞次数：2228碰撞时长：0.0150145秒，碰撞总时长：11.44975秒
碰撞物体名称：Cube (25)，碰撞次数：2229碰撞时长：0.0040333秒，碰撞总时长：11.45379秒
碰撞物体名称：Cube (25)，碰撞次数：2230碰撞时长：0.0043593秒，碰撞总时长：11.45815秒
碰撞物体名称：Cube (25)，碰撞次数：2231碰撞时长：0.0062706秒，碰撞总时长：11.46442秒
碰撞物体名称：Cube (25)，碰撞次数：2232碰撞时长：0.0047119秒，碰撞总时长：11.46913秒
碰撞物体名称：Cube (25)，碰撞次数：2233碰撞时长：0.0051741秒，碰撞总时长：11.4743秒
碰撞物体名称：Cube (25)，碰撞次数：2234碰撞时长：0.0049281秒，碰撞总时长：11.47923秒
碰撞物体名称：Cube (25)，碰撞次数：2235碰撞时长：0.0049355秒，碰撞总时长：11.48416秒
碰撞物体名称：Cube (25)，碰撞次数：2236碰撞时长：0.0066297秒，碰撞总时长：11.49079秒
碰撞物体名称：Cube (25)，碰撞次数：2237碰撞时长：0.0057836秒，碰撞总时长：11.49658秒
碰撞物体名称：Cube (25)，碰撞次数：2238碰撞时长：0.0052803秒，碰撞总时长：11.50186秒
碰撞物体名称：Cube (25)，碰撞次数：2239碰撞时长：0.0043892秒，碰撞总时长：11.50625秒
碰撞物体名称：Cube (25)，碰撞次数：2240碰撞时长：0.0045519秒，碰撞总时长：11.5108秒
碰撞物体名称：Cube (25)，碰撞次数：2241碰撞时长：0.004839秒，碰撞总时长：11.51564秒
碰撞物体名称：Cube (25)，碰撞次数：2242碰撞时长：0.0047717秒，碰撞总时长：11.52041秒
碰撞物体名称：Cube (25)，碰撞次数：2243碰撞时长：0.0042324秒，碰撞总时长：11.52464秒
碰撞物体名称：Cube (25)，碰撞次数：2244碰撞时长：0.0047868秒，碰撞总时长：11.52943秒
碰撞物体名称：Cube (25)，碰撞次数：2245碰撞时长：0.0049934秒，碰撞总时长：11.53442秒
碰撞物体名称：Cube (25)，碰撞次数：2246碰撞时长：0.0056986秒，碰撞总时长：11.54012秒
碰撞物体名称：Cube (25)，碰撞次数：2247碰撞时长：0.0043991秒，碰撞总时长：11.54452秒
碰撞物体名称：Cube (25)，碰撞次数：2248碰撞时长：0.0049679秒，碰撞总时长：11.54949秒
碰撞物体名称：Cube (25)，碰撞次数：2249碰撞时长：0.0050758秒，碰撞总时长：11.55456秒
碰撞物体名称：Cube (25)，碰撞次数：2250碰撞时长：0.006681秒，碰撞总时长：11.56124秒
碰撞物体名称：Cube (25)，碰撞次数：2251碰撞时长：0.0049438秒，碰撞总时长：11.56619秒
碰撞物体名称：Cube (25)，碰撞次数：2252碰撞时长：0.0048466秒，碰撞总时长：11.57103秒
碰撞物体名称：Cube (25)，碰撞次数：2253碰撞时长：0.0049066秒，碰撞总时长：11.57594秒
碰撞物体名称：Cube (25)，碰撞次数：2254碰撞时长：0.004266秒，碰撞总时长：11.58021秒
碰撞物体名称：Cube (25)，碰撞次数：2255碰撞时长：0.00485秒，碰撞总时长：11.58506秒
碰撞物体名称：Cube (25)，碰撞次数：2256碰撞时长：0.0051786秒，碰撞总时长：11.59024秒
碰撞物体名称：Cube (25)，碰撞次数：2257碰撞时长：0.0046398秒，碰撞总时长：11.59488秒
碰撞物体名称：Cube (25)，碰撞次数：2258碰撞时长：0.0050927秒，碰撞总时长：11.59997秒
碰撞物体名称：Cube (25)，碰撞次数：2259碰撞时长：0.0059035秒，碰撞总时长：11.60587秒
碰撞物体名称：Cube (25)，碰撞次数：2260碰撞时长：0.0053065秒，碰撞总时长：11.61118秒
碰撞物体名称：Cube (25)，碰撞次数：2261碰撞时长：0.0047739秒，碰撞总时长：11.61595秒
碰撞物体名称：Cube (25)，碰撞次数：2262碰撞时长：0.0051977秒，碰撞总时长：11.62115秒
碰撞物体名称：Cube (25)，碰撞次数：2263碰撞时长：0.0054059秒，碰撞总时长：11.62655秒
碰撞物体名称：Cube (25)，碰撞次数：2264碰撞时长：0.0044437秒，碰撞总时长：11.631秒
碰撞物体名称：Cube (25)，碰撞次数：2265碰撞时长：0.0150993秒，碰撞总时长：11.6461秒
碰撞物体名称：Cube (25)，碰撞次数：2266碰撞时长：0.0067889秒，碰撞总时长：11.65289秒
碰撞物体名称：Cube (25)，碰撞次数：2267碰撞时长：0.0050195秒，碰撞总时长：11.65791秒
碰撞物体名称：Cube (25)，碰撞次数：2268碰撞时长：0.0045427秒，碰撞总时长：11.66245秒
碰撞物体名称：Cube (25)，碰撞次数：2269碰撞时长：0.0046963秒，碰撞总时长：11.66714秒
碰撞物体名称：Cube (25)，碰撞次数：2270碰撞时长：0.0050785秒，碰撞总时长：11.67222秒
碰撞物体名称：Cube (25)，碰撞次数：2271碰撞时长：0.0079141秒，碰撞总时长：11.68014秒
碰撞物体名称：Cube (25)，碰撞次数：2272碰撞时长：0.004773秒，碰撞总时长：11.68491秒
碰撞物体名称：Cube (25)，碰撞次数：2273碰撞时长：0.0051103秒，碰撞总时长：11.69002秒
碰撞物体名称：Cube (25)，碰撞次数：2274碰撞时长：0.0071865秒，碰撞总时长：11.69721秒
碰撞物体名称：Cube (25)，碰撞次数：2275碰撞时长：0.0053662秒，碰撞总时长：11.70257秒
碰撞物体名称：Cube (25)，碰撞次数：2276碰撞时长：0.0050029秒，碰撞总时长：11.70758秒
碰撞物体名称：Cube (25)，碰撞次数：2277碰撞时长：0.0046697秒，碰撞总时长：11.71225秒
碰撞物体名称：Cube (25)，碰撞次数：2278碰撞时长：0.0062576秒，碰撞总时长：11.71851秒
碰撞物体名称：Cube (25)，碰撞次数：2279碰撞时长：0.0111058秒，碰撞总时长：11.72961秒
碰撞物体名称：Cube (25)，碰撞次数：2280碰撞时长：0.0042993秒，碰撞总时长：11.73391秒
碰撞物体名称：Cube (25)，碰撞次数：2281碰撞时长：0.0059335秒，碰撞总时长：11.73984秒
碰撞物体名称：Cube (25)，碰撞次数：2282碰撞时长：0.0042241秒，碰撞总时长：11.74407秒
碰撞物体名称：Cube (25)，碰撞次数：2283碰撞时长：0.0072418秒，碰撞总时长：11.75131秒
碰撞物体名称：Cube (25)，碰撞次数：2284碰撞时长：0.0115711秒，碰撞总时长：11.76288秒
碰撞物体名称：Cube (25)，碰撞次数：2285碰撞时长：0.0047758秒，碰撞总时长：11.76766秒
碰撞物体名称：Cube (25)，碰撞次数：2286碰撞时长：0.0043747秒，碰撞总时长：11.77203秒
碰撞物体名称：Cube (25)，碰撞次数：2287碰撞时长：0.0049567秒，碰撞总时长：11.77699秒
碰撞物体名称：Cube (25)，碰撞次数：2288碰撞时长：0.0050403秒，碰撞总时长：11.78203秒
碰撞物体名称：Cube (25)，碰撞次数：2289碰撞时长：0.0082165秒，碰撞总时长：11.79025秒
碰撞物体名称：Cube (25)，碰撞次数：2290碰撞时长：0.0053206秒，碰撞总时长：11.79557秒
碰撞物体名称：Cube (25)，碰撞次数：2291碰撞时长：0.0052949秒，碰撞总时长：11.80086秒
碰撞物体名称：Cube (25)，碰撞次数：2292碰撞时长：0.0062829秒，碰撞总时长：11.80714秒
碰撞物体名称：Cube (25)，碰撞次数：2293碰撞时长：0.0045374秒，碰撞总时长：11.81168秒
碰撞物体名称：Cube (25)，碰撞次数：2294碰撞时长：0.0098909秒，碰撞总时长：11.82157秒
碰撞物体名称：Cube (25)，碰撞次数：2295碰撞时长：0.0049345秒，碰撞总时长：11.82651秒
碰撞物体名称：Cube (25)，碰撞次数：2296碰撞时长：0.0043252秒，碰撞总时长：11.83083秒
碰撞物体名称：Cube (25)，碰撞次数：2297碰撞时长：0.0045734秒，碰撞总时长：11.8354秒
碰撞物体名称：Cube (25)，碰撞次数：2298碰撞时长：0.0042368秒，碰撞总时长：11.83964秒
碰撞物体名称：Cube (25)，碰撞次数：2299碰撞时长：0.0048169秒，碰撞总时长：11.84446秒
碰撞物体名称：Cube (25)，碰撞次数：2300碰撞时长：0.0089788秒，碰撞总时长：11.85344秒
碰撞物体名称：Cube (25)，碰撞次数：2301碰撞时长：0.0153314秒，碰撞总时长：11.86877秒
碰撞物体名称：Cube (25)，碰撞次数：2302碰撞时长：0.00591秒，碰撞总时长：11.87468秒
碰撞物体名称：Cube (25)，碰撞次数：2303碰撞时长：0.0077597秒，碰撞总时长：11.88244秒
碰撞物体名称：Cube (25)，碰撞次数：2304碰撞时长：0.0047913秒，碰撞总时长：11.88723秒
碰撞物体名称：Cube (25)，碰撞次数：2305碰撞时长：0.0055567秒，碰撞总时长：11.89279秒
碰撞物体名称：Cube (25)，碰撞次数：2306碰撞时长：0.005688秒，碰撞总时长：11.89847秒
碰撞物体名称：Cube (25)，碰撞次数：2307碰撞时长：0.0046599秒，碰撞总时长：11.90313秒
碰撞物体名称：Cube (25)，碰撞次数：2308碰撞时长：0.0050992秒，碰撞总时长：11.90823秒
碰撞物体名称：Cube (25)，碰撞次数：2309碰撞时长：0.0088502秒，碰撞总时长：11.91708秒
碰撞物体名称：Cube (25)，碰撞次数：2310碰撞时长：0.0050055秒，碰撞总时长：11.92209秒
碰撞物体名称：Cube (25)，碰撞次数：2311碰撞时长：0.0042748秒，碰撞总时长：11.92636秒
碰撞物体名称：Cube (25)，碰撞次数：2312碰撞时长：0.0041064秒，碰撞总时长：11.93047秒
碰撞物体名称：Cube (25)，碰撞次数：2313碰撞时长：0.0063044秒，碰撞总时长：11.93678秒
碰撞物体名称：Cube (25)，碰撞次数：2314碰撞时长：0.0088135秒，碰撞总时长：11.94559秒
碰撞物体名称：Cube (25)，碰撞次数：2315碰撞时长：0.0043283秒，碰撞总时长：11.94992秒
碰撞物体名称：Cube (25)，碰撞次数：2316碰撞时长：0.0047898秒，碰撞总时长：11.95471秒
碰撞物体名称：Cube (25)，碰撞次数：2317碰撞时长：0.0051929秒，碰撞总时长：11.9599秒
碰撞物体名称：Cube (25)，碰撞次数：2318碰撞时长：0.0043016秒，碰撞总时长：11.9642秒
碰撞物体名称：Cube (25)，碰撞次数：2319碰撞时长：0.0047643秒，碰撞总时长：11.96897秒
碰撞物体名称：Cube (25)，碰撞次数：2320碰撞时长：0.0083708秒，碰撞总时长：11.97734秒
碰撞物体名称：Cube (25)，碰撞次数：2321碰撞时长：0.0048064秒，碰撞总时长：11.98214秒
碰撞物体名称：Cube (25)，碰撞次数：2322碰撞时长：0.0045519秒，碰撞总时长：11.9867秒
碰撞物体名称：Cube (25)，碰撞次数：2323碰撞时长：0.0060551秒，碰撞总时长：11.99275秒
碰撞物体名称：Cube (25)，碰撞次数：2324碰撞时长：0.0048837秒，碰撞总时长：11.99763秒
碰撞物体名称：Cube (25)，碰撞次数：2325碰撞时长：0.0048501秒，碰撞总时长：12.00248秒
碰撞物体名称：Cube (25)，碰撞次数：2326碰撞时长：0.0045463秒，碰撞总时长：12.00703秒
碰撞物体名称：Cube (25)，碰撞次数：2327碰撞时长：0.0047607秒，碰撞总时长：12.01179秒
碰撞物体名称：Cube (25)，碰撞次数：2328碰撞时长：0.0060779秒，碰撞总时长：12.01787秒
碰撞物体名称：Cube (25)，碰撞次数：2329碰撞时长：0.0079123秒，碰撞总时长：12.02578秒
碰撞物体名称：Cube (25)，碰撞次数：2330碰撞时长：0.0046804秒，碰撞总时长：12.03046秒
碰撞物体名称：Cube (25)，碰撞次数：2331碰撞时长：0.0045101秒，碰撞总时长：12.03497秒
碰撞物体名称：Cube (25)，碰撞次数：2332碰撞时长：0.006011秒，碰撞总时长：12.04098秒
碰撞物体名称：Cube (25)，碰撞次数：2333碰撞时长：0.0051891秒，碰撞总时长：12.04617秒
碰撞物体名称：Cube (25)，碰撞次数：2334碰撞时长：0.0178443秒，碰撞总时长：12.06402秒
碰撞物体名称：Cube (25)，碰撞次数：2335碰撞时长：0.0061208秒，碰撞总时长：12.07014秒
碰撞物体名称：Cube (25)，碰撞次数：2336碰撞时长：0.0045777秒，碰撞总时长：12.07471秒
碰撞物体名称：Cube (25)，碰撞次数：2337碰撞时长：0.0052978秒，碰撞总时长：12.08001秒
碰撞物体名称：Cube (25)，碰撞次数：2338碰撞时长：0.0085179秒，碰撞总时长：12.08853秒
碰撞物体名称：Cube (25)，碰撞次数：2339碰撞时长：0.0047143秒，碰撞总时长：12.09324秒
碰撞物体名称：Cube (25)，碰撞次数：2340碰撞时长：0.0043216秒，碰撞总时长：12.09757秒
碰撞物体名称：Cube (25)，碰撞次数：2341碰撞时长：0.0049216秒，碰撞总时长：12.10249秒
碰撞物体名称：Cube (25)，碰撞次数：2342碰撞时长：0.0042831秒，碰撞总时长：12.10677秒
碰撞物体名称：Cube (25)，碰撞次数：2343碰撞时长：0.0057457秒，碰撞总时长：12.11252秒
碰撞物体名称：Cube (25)，碰撞次数：2344碰撞时长：0.0081697秒，碰撞总时长：12.12069秒
碰撞物体名称：Cube (25)，碰撞次数：2345碰撞时长：0.0041163秒，碰撞总时长：12.1248秒
碰撞物体名称：Cube (25)，碰撞次数：2346碰撞时长：0.0047352秒，碰撞总时长：12.12954秒
碰撞物体名称：Cube (25)，碰撞次数：2347碰撞时长：0.0048204秒，碰撞总时长：12.13436秒
碰撞物体名称：Cube (25)，碰撞次数：2348碰撞时长：0.0049765秒，碰撞总时长：12.13934秒
碰撞物体名称：Cube (25)，碰撞次数：2349碰撞时长：0.0044068秒，碰撞总时长：12.14374秒
碰撞物体名称：Cube (25)，碰撞次数：2350碰撞时长：0.0077023秒，碰撞总时长：12.15144秒
碰撞物体名称：Cube (25)，碰撞次数：2351碰撞时长：0.0053815秒，碰撞总时长：12.15683秒
碰撞物体名称：Cube (25)，碰撞次数：2352碰撞时长：0.0046474秒，碰撞总时长：12.16147秒
碰撞物体名称：Cube (25)，碰撞次数：2353碰撞时长：0.0175799秒，碰撞总时长：12.17905秒
碰撞物体名称：Cube (25)，碰撞次数：2354碰撞时长：0.0066872秒，碰撞总时长：12.18574秒
碰撞物体名称：Cube (25)，碰撞次数：2355碰撞时长：0.0053893秒，碰撞总时长：12.19113秒
碰撞物体名称：Cube (25)，碰撞次数：2356碰撞时长：0.0060946秒，碰撞总时长：12.19722秒
碰撞物体名称：Cube (25)，碰撞次数：2357碰撞时长：0.0069535秒，碰撞总时长：12.20418秒
碰撞物体名称：Cube (25)，碰撞次数：2358碰撞时长：0.0070346秒，碰撞总时长：12.21121秒
碰撞物体名称：Cube (25)，碰撞次数：2359碰撞时长：0.0062186秒，碰撞总时长：12.21743秒
碰撞物体名称：Cube (25)，碰撞次数：2360碰撞时长：0.0042771秒，碰撞总时长：12.22171秒
碰撞物体名称：Cube (25)，碰撞次数：2361碰撞时长：0.0056659秒，碰撞总时长：12.22737秒
碰撞物体名称：Cube (25)，碰撞次数：2362碰撞时长：0.0047193秒，碰撞总时长：12.23209秒
碰撞物体名称：Cube (25)，碰撞次数：2363碰撞时长：0.0052548秒，碰撞总时长：12.23735秒
碰撞物体名称：Cube (25)，碰撞次数：2364碰撞时长：0.0044907秒，碰撞总时长：12.24184秒
碰撞物体名称：Cube (25)，碰撞次数：2365碰撞时长：0.0042282秒，碰撞总时长：12.24607秒
碰撞物体名称：Cube (25)，碰撞次数：2366碰撞时长：0.005338秒，碰撞总时长：12.25141秒
碰撞物体名称：Cube (25)，碰撞次数：2367碰撞时长：0.0051294秒，碰撞总时长：12.25654秒
碰撞物体名称：Cube (25)，碰撞次数：2368碰撞时长：0.0043858秒，碰撞总时长：12.26092秒
碰撞物体名称：Cube (25)，碰撞次数：2369碰撞时长：0.004265秒，碰撞总时长：12.26519秒
碰撞物体名称：Cube (25)，碰撞次数：2370碰撞时长：0.0045161秒，碰撞总时长：12.2697秒
碰撞物体名称：Cube (25)，碰撞次数：2371碰撞时长：0.0048964秒，碰撞总时长：12.2746秒
碰撞物体名称：Cube (25)，碰撞次数：2372碰撞时长：0.0051912秒，碰撞总时长：12.27979秒
碰撞物体名称：Cube (25)，碰撞次数：2373碰撞时长：0.0047006秒，碰撞总时长：12.28449秒
碰撞物体名称：Cube (25)，碰撞次数：2374碰撞时长：0.0040976秒，碰撞总时长：12.28859秒
碰撞物体名称：Cube (25)，碰撞次数：2375碰撞时长：0.0048476秒，碰撞总时长：12.29344秒
碰撞物体名称：Cube (25)，碰撞次数：2376碰撞时长：0.0157191秒，碰撞总时长：12.30915秒
碰撞物体名称：Cube (25)，碰撞次数：2377碰撞时长：0.0040192秒，碰撞总时长：12.31317秒
碰撞物体名称：Cube (25)，碰撞次数：2378碰撞时长：0.0052462秒，碰撞总时长：12.31842秒
碰撞物体名称：Cube (25)，碰撞次数：2379碰撞时长：0.0046235秒，碰撞总时长：12.32304秒
碰撞物体名称：Cube (25)，碰撞次数：2380碰撞时长：0.0044006秒，碰撞总时长：12.32744秒
碰撞物体名称：Cube (25)，碰撞次数：2381碰撞时长：0.0045007秒，碰撞总时长：12.33194秒
碰撞物体名称：Cube (25)，碰撞次数：2382碰撞时长：0.0055353秒，碰撞总时长：12.33748秒
碰撞物体名称：Cube (25)，碰撞次数：2383碰撞时长：0.0072835秒，碰撞总时长：12.34476秒
碰撞物体名称：Cube (25)，碰撞次数：2384碰撞时长：0.0082676秒，碰撞总时长：12.35303秒
碰撞物体名称：Cube (25)，碰撞次数：2385碰撞时长：0.005055秒，碰撞总时长：12.35808秒
碰撞物体名称：Cube (25)，碰撞次数：2386碰撞时长：0.0046669秒，碰撞总时长：12.36275秒
碰撞物体名称：Cube (25)，碰撞次数：2387碰撞时长：0.0042287秒，碰撞总时长：12.36698秒
碰撞物体名称：Cube (25)，碰撞次数：2388碰撞时长：0.0047993秒，碰撞总时长：12.37178秒
碰撞物体名称：Cube (25)，碰撞次数：2389碰撞时长：0.0053443秒，碰撞总时长：12.37712秒
碰撞物体名称：Cube (25)，碰撞次数：2390碰撞时长：0.0046002秒，碰撞总时长：12.38172秒
碰撞物体名称：Cube (25)，碰撞次数：2391碰撞时长：0.0040935秒，碰撞总时长：12.38582秒
碰撞物体名称：Cube (25)，碰撞次数：2392碰撞时长：0.0045822秒，碰撞总时长：12.3904秒
碰撞物体名称：Cube (25)，碰撞次数：2393碰撞时长：0.0046891秒，碰撞总时长：12.39509秒
碰撞物体名称：Cube (25)，碰撞次数：2394碰撞时长：0.0056153秒，碰撞总时长：12.4007秒
碰撞物体名称：Cube (25)，碰撞次数：2395碰撞时长：0.0139355秒，碰撞总时长：12.41464秒
碰撞物体名称：Cube (25)，碰撞次数：2396碰撞时长：0.0040416秒，碰撞总时长：12.41868秒
碰撞物体名称：Cube (25)，碰撞次数：2397碰撞时长：0.0054528秒，碰撞总时长：12.42413秒
碰撞物体名称：Cube (25)，碰撞次数：2398碰撞时长：0.00478秒，碰撞总时长：12.42891秒
碰撞物体名称：Cube (25)，碰撞次数：2399碰撞时长：0.004623秒，碰撞总时长：12.43354秒
碰撞物体名称：Cube (25)，碰撞次数：2400碰撞时长：0.0049852秒，碰撞总时长：12.43852秒
碰撞物体名称：Cube (25)，碰撞次数：2401碰撞时长：0.0048122秒，碰撞总时长：12.44333秒
碰撞物体名称：Cube (25)，碰撞次数：2402碰撞时长：0.0049646秒，碰撞总时长：12.4483秒
碰撞物体名称：Cube (25)，碰撞次数：2403碰撞时长：0.00409秒，碰撞总时长：12.45239秒
碰撞物体名称：Cube (25)，碰撞次数：2404碰撞时长：0.005037秒，碰撞总时长：12.45743秒
碰撞物体名称：Cube (25)，碰撞次数：2405碰撞时长：0.0044671秒，碰撞总时长：12.46189秒
碰撞物体名称：Cube (25)，碰撞次数：2406碰撞时长：0.004581秒，碰撞总时长：12.46648秒
碰撞物体名称：Cube (25)，碰撞次数：2407碰撞时长：0.0045107秒，碰撞总时长：12.47099秒
碰撞物体名称：Cube (25)，碰撞次数：2408碰撞时长：0.0051685秒，碰撞总时长：12.47616秒
碰撞物体名称：Cube (25)，碰撞次数：2409碰撞时长：0.0048727秒，碰撞总时长：12.48103秒
碰撞物体名称：Cube (25)，碰撞次数：2410碰撞时长：0.0049032秒，碰撞总时长：12.48593秒
碰撞物体名称：Cube (25)，碰撞次数：2411碰撞时长：0.0046394秒，碰撞总时长：12.49057秒
碰撞物体名称：Cube (25)，碰撞次数：2412碰撞时长：0.0046034秒，碰撞总时长：12.49517秒
碰撞物体名称：Cube (25)，碰撞次数：2413碰撞时长：0.0049307秒，碰撞总时长：12.5001秒
碰撞物体名称：Cube (25)，碰撞次数：2414碰撞时长：0.0051756秒，碰撞总时长：12.50528秒
碰撞物体名称：Cube (25)，碰撞次数：2415碰撞时长：0.0153748秒，碰撞总时长：12.52065秒
碰撞物体名称：Cube (25)，碰撞次数：2416碰撞时长：0.0042592秒，碰撞总时长：12.52491秒
碰撞物体名称：Cube (25)，碰撞次数：2417碰撞时长：0.0047066秒，碰撞总时长：12.52962秒
碰撞物体名称：Cube (25)，碰撞次数：2418碰撞时长：0.0046563秒，碰撞总时长：12.53428秒
碰撞物体名称：Cube (25)，碰撞次数：2419碰撞时长：0.0052568秒，碰撞总时长：12.53953秒
碰撞物体名称：Cube (25)，碰撞次数：2420碰撞时长：0.0047173秒，碰撞总时长：12.54425秒
碰撞物体名称：Cube (25)，碰撞次数：2421碰撞时长：0.0044956秒，碰撞总时长：12.54875秒
碰撞物体名称：Cube (25)，碰撞次数：2422碰撞时长：0.0048613秒，碰撞总时长：12.55361秒
碰撞物体名称：Cube (25)，碰撞次数：2423碰撞时长：0.0049093秒，碰撞总时长：12.55852秒
碰撞物体名称：Cube (25)，碰撞次数：2424碰撞时长：0.0046698秒，碰撞总时长：12.56319秒
碰撞物体名称：Cube (25)，碰撞次数：2425碰撞时长：0.0046319秒，碰撞总时长：12.56782秒
碰撞物体名称：Cube (25)，碰撞次数：2426碰撞时长：0.0048378秒，碰撞总时长：12.57266秒
碰撞物体名称：Cube (25)，碰撞次数：2427碰撞时长：0.0050904秒，碰撞总时长：12.57775秒
碰撞物体名称：Cube (25)，碰撞次数：2428碰撞时长：0.0050998秒，碰撞总时长：12.58285秒
碰撞物体名称：Cube (25)，碰撞次数：2429碰撞时长：0.0047021秒，碰撞总时长：12.58755秒
碰撞物体名称：Cube (25)，碰撞次数：2430碰撞时长：0.004312秒，碰撞总时长：12.59186秒
碰撞物体名称：Cube (25)，碰撞次数：2431碰撞时长：0.0051412秒，碰撞总时长：12.597秒
碰撞物体名称：Cube (25)，碰撞次数：2432碰撞时长：0.0046705秒，碰撞总时长：12.60167秒
碰撞物体名称：Cube (25)，碰撞次数：2433碰撞时长：0.0046069秒，碰撞总时长：12.60628秒
碰撞物体名称：Cube (25)，碰撞次数：2434碰撞时长：0.0144995秒，碰撞总时长：12.62078秒
碰撞物体名称：Cube (25)，碰撞次数：2435碰撞时长：0.0042085秒，碰撞总时长：12.62499秒
碰撞物体名称：Cube (25)，碰撞次数：2436碰撞时长：0.0048863秒，碰撞总时长：12.62987秒
碰撞物体名称：Cube (25)，碰撞次数：2437碰撞时长：0.0041469秒，碰撞总时长：12.63402秒
碰撞物体名称：Cube (25)，碰撞次数：2438碰撞时长：0.0051249秒，碰撞总时长：12.63915秒
碰撞物体名称：Cube (25)，碰撞次数：2439碰撞时长：0.0047081秒，碰撞总时长：12.64385秒
碰撞物体名称：Cube (25)，碰撞次数：2440碰撞时长：0.0045802秒，碰撞总时长：12.64843秒
碰撞物体名称：Cube (25)，碰撞次数：2441碰撞时长：0.0055022秒，碰撞总时长：12.65394秒
碰撞物体名称：Cube (25)，碰撞次数：2442碰撞时长：0.0082666秒，碰撞总时长：12.6622秒
碰撞物体名称：Cube (25)，碰撞次数：2443碰撞时长：0.0064686秒，碰撞总时长：12.66867秒
碰撞物体名称：Cube (25)，碰撞次数：2444碰撞时长：0.005277秒，碰撞总时长：12.67395秒
碰撞物体名称：Cube (25)，碰撞次数：2445碰撞时长：0.0050024秒，碰撞总时长：12.67895秒
碰撞物体名称：Cube (25)，碰撞次数：2446碰撞时长：0.0040647秒，碰撞总时长：12.68301秒
碰撞物体名称：Cube (25)，碰撞次数：2447碰撞时长：0.0050034秒，碰撞总时长：12.68802秒
碰撞物体名称：Cube (25)，碰撞次数：2448碰撞时长：0.004579秒，碰撞总时长：12.6926秒
碰撞物体名称：Cube (25)，碰撞次数：2449碰撞时长：0.0047305秒，碰撞总时长：12.69733秒
碰撞物体名称：Cube (25)，碰撞次数：2450碰撞时长：0.0043528秒，碰撞总时长：12.70168秒
碰撞物体名称：Cube (25)，碰撞次数：2451碰撞时长：0.0045309秒，碰撞总时长：12.70621秒
碰撞物体名称：Cube (25)，碰撞次数：2452碰撞时长：0.0154621秒，碰撞总时长：12.72167秒
碰撞物体名称：Cube (25)，碰撞次数：2453碰撞时长：0.0046499秒，碰撞总时长：12.72632秒
碰撞物体名称：Cube (25)，碰撞次数：2454碰撞时长：0.0047252秒，碰撞总时长：12.73105秒
