位置X：-38.23061,  位置Y：0.08333337,  位置Z：-23.60317,  身体角度：99.84705,  头部角度：270.6187
碰撞物体名称：Cube (31)，碰撞次数：962碰撞时长：0.0117951秒，碰撞总时长：11.82966秒
碰撞物体名称：Cube (31)，碰撞次数：963碰撞时长：0.0115866秒，碰撞总时长：11.84125秒
碰撞物体名称：Cube (31)，碰撞次数：964碰撞时长：0.0104941秒，碰撞总时长：11.85174秒
碰撞物体名称：Cube (31)，碰撞次数：965碰撞时长：0.0104913秒，碰撞总时长：11.86223秒
碰撞物体名称：Cube (31)，碰撞次数：966碰撞时长：0.0100874秒，碰撞总时长：11.87232秒
碰撞物体名称：Cube (31)，碰撞次数：967碰撞时长：0.0110496秒，碰撞总时长：11.88337秒
碰撞物体名称：Cube (31)，碰撞次数：968碰撞时长：0.009875秒，碰撞总时长：11.89325秒
碰撞物体名称：Cube (31)，碰撞次数：969碰撞时长：0.0103082秒，碰撞总时长：11.90355秒
碰撞物体名称：Cube (31)，碰撞次数：970碰撞时长：0.0107157秒，碰撞总时长：11.91427秒
碰撞物体名称：Cube (31)，碰撞次数：971碰撞时长：0.0104589秒，碰撞总时长：11.92473秒
碰撞物体名称：Cube (31)，碰撞次数：972碰撞时长：0.0103743秒，碰撞总时长：11.9351秒
碰撞物体名称：Cube (31)，碰撞次数：973碰撞时长：0.0102644秒，碰撞总时长：11.94537秒
碰撞物体名称：Cube (31)，碰撞次数：974碰撞时长：0.0105642秒，碰撞总时长：11.95593秒
碰撞物体名称：Cube (31)，碰撞次数：975碰撞时长：0.009806秒，碰撞总时长：11.96574秒
碰撞物体名称：Cube (31)，碰撞次数：976碰撞时长：0.0105245秒，碰撞总时长：11.97626秒
碰撞物体名称：Cube (31)，碰撞次数：977碰撞时长：0.0103177秒，碰撞总时长：11.98658秒
碰撞物体名称：Cube (31)，碰撞次数：978碰撞时长：0.010029秒，碰撞总时长：11.99661秒
碰撞物体名称：Cube (31)，碰撞次数：979碰撞时长：0.0105294秒，碰撞总时长：12.00714秒
碰撞物体名称：Cube (31)，碰撞次数：980碰撞时长：0.0112681秒，碰撞总时长：12.0184秒
碰撞物体名称：Cube (31)，碰撞次数：981碰撞时长：0.0104868秒，碰撞总时长：12.02889秒
碰撞物体名称：Cube (31)，碰撞次数：982碰撞时长：0.0105968秒，碰撞总时长：12.03949秒
碰撞物体名称：Cube (31)，碰撞次数：983碰撞时长：0.01048秒，碰撞总时长：12.04997秒
碰撞物体名称：Cube (31)，碰撞次数：984碰撞时长：0.0127342秒，碰撞总时长：12.0627秒
碰撞物体名称：Cube (31)，碰撞次数：985碰撞时长：0.0111774秒，碰撞总时长：12.07388秒
碰撞物体名称：Cube (31)，碰撞次数：986碰撞时长：0.0111897秒，碰撞总时长：12.08507秒
碰撞物体名称：Cube (31)，碰撞次数：987碰撞时长：0.0110925秒，碰撞总时长：12.09616秒
碰撞物体名称：Cube (31)，碰撞次数：988碰撞时长：0.0104426秒，碰撞总时长：12.1066秒
碰撞物体名称：Cube (31)，碰撞次数：989碰撞时长：0.0107297秒，碰撞总时长：12.11733秒
碰撞物体名称：Cube (31)，碰撞次数：990碰撞时长：0.0103586秒，碰撞总时长：12.12769秒
碰撞物体名称：Cube (31)，碰撞次数：991碰撞时长：0.0110348秒，碰撞总时长：12.13873秒
碰撞物体名称：Cube (31)，碰撞次数：992碰撞时长：0.0100669秒，碰撞总时长：12.1488秒
碰撞物体名称：Cube (31)，碰撞次数：993碰撞时长：0.0105629秒，碰撞总时长：12.15936秒
碰撞物体名称：Cube (31)，碰撞次数：994碰撞时长：0.0108736秒，碰撞总时长：12.17023秒
碰撞物体名称：Cube (31)，碰撞次数：995碰撞时长：0.0136446秒，碰撞总时长：12.18388秒
碰撞物体名称：Cube (31)，碰撞次数：996碰撞时长：0.0110888秒，碰撞总时长：12.19496秒
碰撞物体名称：Cube (31)，碰撞次数：997碰撞时长：0.0114369秒，碰撞总时长：12.2064秒
碰撞物体名称：Cube (31)，碰撞次数：998碰撞时长：0.0109463秒，碰撞总时长：12.21735秒
碰撞物体名称：Cube (31)，碰撞次数：999碰撞时长：0.0219547秒，碰撞总时长：12.2393秒
碰撞物体名称：Cube (31)，碰撞次数：1000碰撞时长：0.0127122秒，碰撞总时长：12.25201秒
碰撞物体名称：Cube (31)，碰撞次数：1001碰撞时长：0.0106589秒，碰撞总时长：12.26267秒
碰撞物体名称：Cube (31)，碰撞次数：1002碰撞时长：0.0100854秒，碰撞总时长：12.27276秒
碰撞物体名称：Cube (31)，碰撞次数：1003碰撞时长：0.0107617秒，碰撞总时长：12.28352秒
碰撞物体名称：Cube (31)，碰撞次数：1004碰撞时长：0.0099127秒，碰撞总时长：12.29343秒
碰撞物体名称：Cube (31)，碰撞次数：1005碰撞时长：0.0104312秒，碰撞总时长：12.30386秒
碰撞物体名称：Cube (31)，碰撞次数：1006碰撞时长：0.0105261秒，碰撞总时长：12.31439秒
碰撞物体名称：Cube (31)，碰撞次数：1007碰撞时长：0.0102635秒，碰撞总时长：12.32465秒
碰撞物体名称：Cube (31)，碰撞次数：1008碰撞时长：0.0105056秒，碰撞总时长：12.33516秒
碰撞物体名称：Cube (31)，碰撞次数：1009碰撞时长：0.0118632秒，碰撞总时长：12.34702秒
碰撞物体名称：Cube (31)，碰撞次数：1010碰撞时长：0.0112557秒，碰撞总时长：12.35828秒
碰撞物体名称：Cube (31)，碰撞次数：1011碰撞时长：0.0102831秒，碰撞总时长：12.36856秒
碰撞物体名称：Cube (31)，碰撞次数：1012碰撞时长：0.0110436秒，碰撞总时长：12.3796秒
碰撞物体名称：Cube (31)，碰撞次数：1013碰撞时长：0.0106071秒，碰撞总时长：12.39021秒
碰撞物体名称：Cube (31)，碰撞次数：1014碰撞时长：0.0108845秒，碰撞总时长：12.40109秒
碰撞物体名称：Cube (31)，碰撞次数：1015碰撞时长：0.0108007秒，碰撞总时长：12.41189秒
碰撞物体名称：Cube (31)，碰撞次数：1016碰撞时长：0.0106638秒，碰撞总时长：12.42256秒
碰撞物体名称：Cube (31)，碰撞次数：1017碰撞时长：0.0102798秒，碰撞总时长：12.43284秒
碰撞物体名称：Cube (31)，碰撞次数：1018碰撞时长：0.0102798秒，碰撞总时长：12.44312秒
碰撞物体名称：Cube (31)，碰撞次数：1019碰撞时长：0.0102011秒，碰撞总时长：12.45332秒
碰撞物体名称：Cube (31)，碰撞次数：1020碰撞时长：0.0101765秒，碰撞总时长：12.4635秒
碰撞物体名称：Cube (31)，碰撞次数：1021碰撞时长：0.0101781秒，碰撞总时长：12.47367秒
碰撞物体名称：Cube (31)，碰撞次数：1022碰撞时长：0.0113594秒，碰撞总时长：12.48503秒
碰撞物体名称：Cube (31)，碰撞次数：1023碰撞时长：0.0105509秒，碰撞总时长：12.49558秒
碰撞物体名称：Cube (31)，碰撞次数：1024碰撞时长：0.0103348秒，碰撞总时长：12.50592秒
碰撞物体名称：Cube (31)，碰撞次数：1025碰撞时长：0.0107382秒，碰撞总时长：12.51666秒
碰撞物体名称：Cube (31)，碰撞次数：1026碰撞时长：0.0104009秒，碰撞总时长：12.52706秒
碰撞物体名称：Cube (31)，碰撞次数：1027碰撞时长：0.0106179秒，碰撞总时长：12.53768秒
碰撞物体名称：Cube (31)，碰撞次数：1028碰撞时长：0.0110119秒，碰撞总时长：12.54869秒
碰撞物体名称：Cube (31)，碰撞次数：1029碰撞时长：0.0112153秒，碰撞总时长：12.5599秒
碰撞物体名称：Cube (31)，碰撞次数：1030碰撞时长：0.0132462秒，碰撞总时长：12.57315秒
碰撞物体名称：Cube (31)，碰撞次数：1031碰撞时长：0.0152026秒，碰撞总时长：12.58835秒
碰撞物体名称：Cube (31)，碰撞次数：1032碰撞时长：0.0105477秒，碰撞总时长：12.5989秒
碰撞物体名称：Cube (31)，碰撞次数：1033碰撞时长：0.0106699秒，碰撞总时长：12.60957秒
碰撞物体名称：Cube (31)，碰撞次数：1034碰撞时长：0.0109709秒，碰撞总时长：12.62054秒
碰撞物体名称：Cube (31)，碰撞次数：1035碰撞时长：0.0106463秒，碰撞总时长：12.63119秒
碰撞物体名称：Cube (31)，碰撞次数：1036碰撞时长：0.0109448秒，碰撞总时长：12.64213秒
碰撞物体名称：Cube (31)，碰撞次数：1037碰撞时长：0.0102873秒，碰撞总时长：12.65242秒
碰撞物体名称：Cube (31)，碰撞次数：1038碰撞时长：0.0104117秒，碰撞总时长：12.66283秒
碰撞物体名称：Cube (31)，碰撞次数：1039碰撞时长：0.0197008秒，碰撞总时长：12.68253秒
碰撞物体名称：Cube (31)，碰撞次数：1040碰撞时长：0.0108302秒，碰撞总时长：12.69336秒
碰撞物体名称：Cube (10)，碰撞次数：1041碰撞时长：0.0119453秒，碰撞总时长：12.70531秒
碰撞物体名称：Cube (10)，碰撞次数：1042碰撞时长：0.0104098秒，碰撞总时长：12.71572秒
碰撞物体名称：Cube (10)，碰撞次数：1043碰撞时长：0.0103713秒，碰撞总时长：12.72609秒
碰撞物体名称：Cube (10)，碰撞次数：1044碰撞时长：0.0107198秒，碰撞总时长：12.73681秒
碰撞物体名称：Cube (10)，碰撞次数：1045碰撞时长：0.010103秒，碰撞总时长：12.74691秒
碰撞物体名称：Cube (10)，碰撞次数：1046碰撞时长：0.0106316秒，碰撞总时长：12.75754秒
碰撞物体名称：Cube (10)，碰撞次数：1047碰撞时长：0.010751秒，碰撞总时长：12.76829秒
碰撞物体名称：Cube (10)，碰撞次数：1048碰撞时长：0.0104408秒，碰撞总时长：12.77873秒
碰撞物体名称：Cube (10)，碰撞次数：1049碰撞时长：0.0099809秒，碰撞总时长：12.78872秒
碰撞物体名称：Cube (10)，碰撞次数：1050碰撞时长：0.0111139秒，碰撞总时长：12.79983秒
碰撞物体名称：Cube (10)，碰撞次数：1051碰撞时长：0.0106206秒，碰撞总时长：12.81045秒
碰撞物体名称：Cube (10)，碰撞次数：1052碰撞时长：0.0113958秒，碰撞总时长：12.82185秒
碰撞物体名称：Cube (10)，碰撞次数：1053碰撞时长：0.0105111秒，碰撞总时长：12.83236秒
碰撞物体名称：Cube (10)，碰撞次数：1054碰撞时长：0.0109074秒，碰撞总时长：12.84326秒
碰撞物体名称：Cube (10)，碰撞次数：1055碰撞时长：0.0101084秒，碰撞总时长：12.85337秒
碰撞物体名称：Cube (10)，碰撞次数：1056碰撞时长：0.011426秒，碰撞总时长：12.8648秒
碰撞物体名称：Cube (10)，碰撞次数：1057碰撞时长：0.0104778秒，碰撞总时长：12.87528秒
碰撞物体名称：Cube (10)，碰撞次数：1058碰撞时长：0.0100558秒，碰撞总时长：12.88533秒
碰撞物体名称：Cube (10)，碰撞次数：1059碰撞时长：0.0114205秒，碰撞总时长：12.89675秒
碰撞物体名称：Cube (10)，碰撞次数：1060碰撞时长：0.0106233秒，碰撞总时长：12.90738秒
碰撞物体名称：Cube (10)，碰撞次数：1061碰撞时长：0.0107186秒，碰撞总时长：12.91809秒
碰撞物体名称：Cube (10)，碰撞次数：1062碰撞时长：0.0101522秒，碰撞总时长：12.92825秒
碰撞物体名称：Cube (10)，碰撞次数：1063碰撞时长：0.0112278秒，碰撞总时长：12.93947秒
碰撞物体名称：Cube (10)，碰撞次数：1064碰撞时长：0.0102527秒，碰撞总时长：12.94973秒
碰撞物体名称：Cube (10)，碰撞次数：1065碰撞时长：0.0111161秒，碰撞总时长：12.96084秒
碰撞物体名称：Cube (10)，碰撞次数：1066碰撞时长：0.0101776秒，碰撞总时长：12.97102秒
碰撞物体名称：Cube (10)，碰撞次数：1067碰撞时长：0.0109591秒，碰撞总时长：12.98198秒
碰撞物体名称：Cube (10)，碰撞次数：1068碰撞时长：0.0100863秒，碰撞总时长：12.99206秒
碰撞物体名称：Cube (10)，碰撞次数：1069碰撞时长：0.0110082秒，碰撞总时长：13.00307秒
碰撞物体名称：Cube (10)，碰撞次数：1070碰撞时长：0.0102679秒，碰撞总时长：13.01334秒
碰撞物体名称：Cube (10)，碰撞次数：1071碰撞时长：0.0114524秒，碰撞总时长：13.02479秒
碰撞物体名称：Cube (10)，碰撞次数：1072碰撞时长：0.011896秒，碰撞总时长：13.03669秒
碰撞物体名称：Cube (10)，碰撞次数：1073碰撞时长：0.0111155秒，碰撞总时长：13.0478秒
碰撞物体名称：Cube (10)，碰撞次数：1074碰撞时长：0.0113095秒，碰撞总时长：13.05911秒
碰撞物体名称：Cube (10)，碰撞次数：1075碰撞时长：0.0105169秒，碰撞总时长：13.06963秒
碰撞物体名称：Cube (10)，碰撞次数：1076碰撞时长：0.0166317秒，碰撞总时长：13.08626秒
碰撞物体名称：Cube (10)，碰撞次数：1077碰撞时长：0.0114823秒，碰撞总时长：13.09775秒
碰撞物体名称：Cube (10)，碰撞次数：1078碰撞时长：0.0239946秒，碰撞总时长：13.12174秒
碰撞物体名称：Cube (29)，碰撞次数：1079碰撞时长：0.011142秒，碰撞总时长：13.13288秒
碰撞物体名称：Cube (29)，碰撞次数：1080碰撞时长：0.0146556秒，碰撞总时长：13.14754秒
碰撞物体名称：Cube (29)，碰撞次数：1081碰撞时长：0.0119883秒，碰撞总时长：13.15953秒
碰撞物体名称：Cube (29)，碰撞次数：1082碰撞时长：0.0135234秒，碰撞总时长：13.17305秒
碰撞物体名称：Cube (29)，碰撞次数：1083碰撞时长：0.0119757秒，碰撞总时长：13.18503秒
碰撞物体名称：Cube (29)，碰撞次数：1084碰撞时长：0.0113696秒，碰撞总时长：13.19639秒
碰撞物体名称：Cube (29)，碰撞次数：1085碰撞时长：0.0107144秒，碰撞总时长：13.20711秒
碰撞物体名称：Cube (29)，碰撞次数：1086碰撞时长：0.0158805秒，碰撞总时长：13.22299秒
碰撞物体名称：Cube (29)，碰撞次数：1087碰撞时长：0.0106364秒，碰撞总时长：13.23363秒
碰撞物体名称：Cube (29)，碰撞次数：1088碰撞时长：0.0111755秒，碰撞总时长：13.2448秒
碰撞物体名称：Cube (29)，碰撞次数：1089碰撞时长：0.0151282秒，碰撞总时长：13.25993秒
碰撞物体名称：Cube (29)，碰撞次数：1090碰撞时长：0.011915秒，碰撞总时长：13.27184秒
碰撞物体名称：Cube (29)，碰撞次数：1091碰撞时长：0.0157977秒，碰撞总时长：13.28764秒
碰撞物体名称：Cube (11)，碰撞次数：1092碰撞时长：0.0122261秒，碰撞总时长：13.29987秒
碰撞物体名称：Cube (22)，碰撞次数：1093碰撞时长：0.0141814秒，碰撞总时长：13.31405秒
碰撞物体名称：Cube (2)，碰撞次数：1094碰撞时长：0.0111732秒，碰撞总时长：13.32522秒
碰撞物体名称：Cube (2)，碰撞次数：1095碰撞时长：0.0117356秒，碰撞总时长：13.33696秒
碰撞物体名称：Cube (2)，碰撞次数：1096碰撞时长：0.0143013秒，碰撞总时长：13.35126秒
碰撞物体名称：Cube (2)，碰撞次数：1097碰撞时长：0.0129135秒，碰撞总时长：13.36417秒
碰撞物体名称：Cube (2)，碰撞次数：1098碰撞时长：0.0142746秒，碰撞总时长：13.37845秒
碰撞物体名称：Cube (2)，碰撞次数：1099碰撞时长：0.0121473秒，碰撞总时长：13.3906秒
碰撞物体名称：Cube (2)，碰撞次数：1100碰撞时长：0.0141268秒，碰撞总时长：13.40472秒
碰撞物体名称：Cube (21)，碰撞次数：1101碰撞时长：0.0116855秒，碰撞总时长：13.41641秒
碰撞物体名称：Cube (21)，碰撞次数：1102碰撞时长：0.0116651秒，碰撞总时长：13.42807秒
碰撞物体名称：Cube (21)，碰撞次数：1103碰撞时长：0.014933秒，碰撞总时长：13.44301秒
碰撞物体名称：Cube (14)，碰撞次数：1104碰撞时长：0.0111894秒，碰撞总时长：13.4542秒
碰撞物体名称：Cube (14)，碰撞次数：1105碰撞时长：0.0141449秒，碰撞总时长：13.46834秒
碰撞物体名称：Cube (14)，碰撞次数：1106碰撞时长：0.0116815秒，碰撞总时长：13.48002秒
碰撞物体名称：Cube (28)，碰撞次数：1107碰撞时长：0.0116176秒，碰撞总时长：13.49164秒
碰撞物体名称：Cube (28)，碰撞次数：1108碰撞时长：0.0119648秒，碰撞总时长：13.5036秒
碰撞物体名称：Cube (28)，碰撞次数：1109碰撞时长：0.0140286秒，碰撞总时长：13.51763秒
碰撞物体名称：Cube (28)，碰撞次数：1110碰撞时长：0.0120804秒，碰撞总时长：13.52971秒
碰撞物体名称：Cube (28)，碰撞次数：1111碰撞时长：0.0121101秒，碰撞总时长：13.54182秒
碰撞物体名称：Cube (28)，碰撞次数：1112碰撞时长：0.0148164秒，碰撞总时长：13.55664秒
碰撞物体名称：Cube (28)，碰撞次数：1113碰撞时长：0.0120562秒，碰撞总时长：13.5687秒
碰撞物体名称：Cube (28)，碰撞次数：1114碰撞时长：0.0162334秒，碰撞总时长：13.58493秒
碰撞物体名称：Cube (28)，碰撞次数：1115碰撞时长：0.0235761秒，碰撞总时长：13.6085秒
碰撞物体名称：Cube (28)，碰撞次数：1116碰撞时长：0.0116218秒，碰撞总时长：13.62013秒
碰撞物体名称：Cube (28)，碰撞次数：1117碰撞时长：0.012173秒，碰撞总时长：13.6323秒
碰撞物体名称：Cube (28)，碰撞次数：1118碰撞时长：0.0157428秒，碰撞总时长：13.64804秒
碰撞物体名称：Cube (28)，碰撞次数：1119碰撞时长：0.0122901秒，碰撞总时长：13.66033秒
碰撞物体名称：Cube (28)，碰撞次数：1120碰撞时长：0.0145809秒，碰撞总时长：13.67491秒
碰撞物体名称：Cube (28)，碰撞次数：1121碰撞时长：0.0117105秒，碰撞总时长：13.68662秒
碰撞物体名称：Cube (28)，碰撞次数：1122碰撞时长：0.0147815秒，碰撞总时长：13.7014秒
碰撞物体名称：Cube (28)，碰撞次数：1123碰撞时长：0.0116444秒，碰撞总时长：13.71305秒
碰撞物体名称：Cube (28)，碰撞次数：1124碰撞时长：0.0114339秒，碰撞总时长：13.72448秒
碰撞物体名称：Cube (28)，碰撞次数：1125碰撞时长：0.0129102秒，碰撞总时长：13.73739秒
碰撞物体名称：Cube (28)，碰撞次数：1126碰撞时长：0.015314秒，碰撞总时长：13.75271秒
碰撞物体名称：Cube (28)，碰撞次数：1127碰撞时长：0.0121138秒，碰撞总时长：13.76482秒
碰撞物体名称：Cube (28)，碰撞次数：1128碰撞时长：0.0150857秒，碰撞总时长：13.77991秒
碰撞物体名称：Cube (28)，碰撞次数：1129碰撞时长：0.0127979秒，碰撞总时长：13.7927秒
碰撞物体名称：Cube (28)，碰撞次数：1130碰撞时长：0.016952秒，碰撞总时长：13.80966秒
碰撞物体名称：Cube (12)，碰撞次数：1131碰撞时长：0.0117985秒，碰撞总时长：13.82146秒
碰撞物体名称：Cube (12)，碰撞次数：1132碰撞时长：0.0121331秒，碰撞总时长：13.83359秒
碰撞物体名称：Cube (12)，碰撞次数：1133碰撞时长：0.01447秒，碰撞总时长：13.84806秒
碰撞物体名称：Cube (12)，碰撞次数：1134碰撞时长：0.0120254秒，碰撞总时长：13.86008秒
碰撞物体名称：Cube (12)，碰撞次数：1135碰撞时长：0.0139006秒，碰撞总时长：13.87398秒
碰撞物体名称：Cube (12)，碰撞次数：1136碰撞时长：0.011806秒，碰撞总时长：13.88579秒
碰撞物体名称：Cube (12)，碰撞次数：1137碰撞时长：0.0118196秒，碰撞总时长：13.89761秒
碰撞物体名称：Cube (12)，碰撞次数：1138碰撞时长：0.0157886秒，碰撞总时长：13.9134秒
碰撞物体名称：Cube (12)，碰撞次数：1139碰撞时长：0.0131152秒，碰撞总时长：13.92651秒
碰撞物体名称：Cube (12)，碰撞次数：1140碰撞时长：0.0149182秒，碰撞总时长：13.94143秒
碰撞物体名称：Cube (12)，碰撞次数：1141碰撞时长：0.0109681秒，碰撞总时长：13.9524秒
碰撞物体名称：Cube (26)，碰撞次数：1142碰撞时长：0.0148089秒，碰撞总时长：13.96721秒
碰撞物体名称：Cube (26)，碰撞次数：1143碰撞时长：0.0115024秒，碰撞总时长：13.97871秒
碰撞物体名称：Cube (26)，碰撞次数：1144碰撞时长：0.010944秒，碰撞总时长：13.98966秒
碰撞物体名称：Cube (26)，碰撞次数：1145碰撞时长：0.0116352秒，碰撞总时长：14.00129秒
碰撞物体名称：Cube (6)，碰撞次数：1146碰撞时长：0.0132807秒，碰撞总时长：14.01457秒
碰撞物体名称：Cube (6)，碰撞次数：1147碰撞时长：0.0114287秒，碰撞总时长：14.026秒
碰撞物体名称：Cube (6)，碰撞次数：1148碰撞时长：0.0110254秒，碰撞总时长：14.03703秒
碰撞物体名称：Cube (6)，碰撞次数：1149碰撞时长：0.0139735秒，碰撞总时长：14.051秒
碰撞物体名称：Cube (7)，碰撞次数：1150碰撞时长：0.0146068秒，碰撞总时长：14.06561秒
碰撞物体名称：Cube (7)，碰撞次数：1151碰撞时长：0.0103955秒，碰撞总时长：14.076秒
碰撞物体名称：Cube (7)，碰撞次数：1152碰撞时长：0.0183651秒，碰撞总时长：14.09437秒
碰撞物体名称：Cube (7)，碰撞次数：1153碰撞时长：0.0121692秒，碰撞总时长：14.10653秒
碰撞物体名称：Cube (7)，碰撞次数：1154碰撞时长：0.0142325秒，碰撞总时长：14.12077秒
碰撞物体名称：Cube (7)，碰撞次数：1155碰撞时长：0.010767秒，碰撞总时长：14.13153秒
碰撞物体名称：Cube (7)，碰撞次数：1156碰撞时长：0.011678秒，碰撞总时长：14.14321秒
碰撞物体名称：Cube (7)，碰撞次数：1157碰撞时长：0.0107284秒，碰撞总时长：14.15394秒
碰撞物体名称：Cube (7)，碰撞次数：1158碰撞时长：0.0127527秒，碰撞总时长：14.16669秒
碰撞物体名称：Cube (7)，碰撞次数：1159碰撞时长：0.011102秒，碰撞总时长：14.17779秒
碰撞物体名称：Cube (7)，碰撞次数：1160碰撞时长：0.0115829秒，碰撞总时长：14.18938秒
碰撞物体名称：Cube (7)，碰撞次数：1161碰撞时长：0.0115429秒，碰撞总时长：14.20092秒
碰撞物体名称：Cube (7)，碰撞次数：1162碰撞时长：0.0103471秒，碰撞总时长：14.21127秒
碰撞物体名称：Cube (7)，碰撞次数：1163碰撞时长：0.0112499秒，碰撞总时长：14.22252秒
碰撞物体名称：Cube (7)，碰撞次数：1164碰撞时长：0.0107628秒，碰撞总时长：14.23328秒
碰撞物体名称：Cube (7)，碰撞次数：1165碰撞时长：0.0106369秒，碰撞总时长：14.24392秒
碰撞物体名称：Cube (7)，碰撞次数：1166碰撞时长：0.011076秒，碰撞总时长：14.25499秒
碰撞物体名称：Cube (7)，碰撞次数：1167碰撞时长：0.0111551秒，碰撞总时长：14.26615秒
碰撞物体名称：Cube (7)，碰撞次数：1168碰撞时长：0.0104009秒，碰撞总时长：14.27655秒
碰撞物体名称：Cube (7)，碰撞次数：1169碰撞时长：0.010547秒，碰撞总时长：14.2871秒
碰撞物体名称：Cube (7)，碰撞次数：1170碰撞时长：0.0108202秒，碰撞总时长：14.29792秒
碰撞物体名称：Cube (7)，碰撞次数：1171碰撞时长：0.0102921秒，碰撞总时长：14.30821秒
碰撞物体名称：Cube (7)，碰撞次数：1172碰撞时长：0.0109441秒，碰撞总时长：14.31915秒
碰撞物体名称：Cube (7)，碰撞次数：1173碰撞时长：0.0109335秒，碰撞总时长：14.33009秒
碰撞物体名称：Cube (7)，碰撞次数：1174碰撞时长：0.0109875秒，碰撞总时长：14.34107秒
碰撞物体名称：Cube (7)，碰撞次数：1175碰撞时长：0.0110217秒，碰撞总时长：14.3521秒
碰撞物体名称：Cube (7)，碰撞次数：1176碰撞时长：0.0105868秒，碰撞总时长：14.36268秒
碰撞物体名称：Cube (7)，碰撞次数：1177碰撞时长：0.0105069秒，碰撞总时长：14.37319秒
碰撞物体名称：Cube (7)，碰撞次数：1178碰撞时长：0.0105595秒，碰撞总时长：14.38375秒
碰撞物体名称：Cube (7)，碰撞次数：1179碰撞时长：0.0105689秒，碰撞总时长：14.39432秒
碰撞物体名称：Cube (7)，碰撞次数：1180碰撞时长：0.0109362秒，碰撞总时长：14.40525秒
碰撞物体名称：Cube (7)，碰撞次数：1181碰撞时长：0.0105518秒，碰撞总时长：14.4158秒
碰撞物体名称：Cube (7)，碰撞次数：1182碰撞时长：0.0106596秒，碰撞总时长：14.42646秒
碰撞物体名称：Cube (7)，碰撞次数：1183碰撞时长：0.0200925秒，碰撞总时长：14.44656秒
碰撞物体名称：Cube (7)，碰撞次数：1184碰撞时长：0.0107164秒，碰撞总时长：14.45727秒
碰撞物体名称：Cube (7)，碰撞次数：1185碰撞时长：0.010771秒，碰撞总时长：14.46804秒
碰撞物体名称：Cube (7)，碰撞次数：1186碰撞时长：0.0110184秒，碰撞总时长：14.47906秒
碰撞物体名称：Cube (7)，碰撞次数：1187碰撞时长：0.015338秒，碰撞总时长：14.4944秒
碰撞物体名称：Cube (7)，碰撞次数：1188碰撞时长：0.0148893秒，碰撞总时长：14.50929秒
碰撞物体名称：Cube (7)，碰撞次数：1189碰撞时长：0.0111813秒，碰撞总时长：14.52047秒
碰撞物体名称：Cube (7)，碰撞次数：1190碰撞时长：0.011119秒，碰撞总时长：14.53159秒
碰撞物体名称：Cube (7)，碰撞次数：1191碰撞时长：0.0125125秒，碰撞总时长：14.5441秒
碰撞物体名称：Cube (7)，碰撞次数：1192碰撞时长：0.0131529秒，碰撞总时长：14.55726秒
碰撞物体名称：Cube (7)，碰撞次数：1193碰撞时长：0.0117748秒，碰撞总时长：14.56903秒
碰撞物体名称：Cube (7)，碰撞次数：1194碰撞时长：0.011043秒，碰撞总时长：14.58007秒
碰撞物体名称：Cube (7)，碰撞次数：1195碰撞时长：0.0107136秒，碰撞总时长：14.59079秒
碰撞物体名称：Cube (7)，碰撞次数：1196碰撞时长：0.0119705秒，碰撞总时长：14.60276秒
碰撞物体名称：Cube (7)，碰撞次数：1197碰撞时长：0.0111515秒，碰撞总时长：14.61391秒
碰撞物体名称：Cube (7)，碰撞次数：1198碰撞时长：0.0111045秒，碰撞总时长：14.62501秒
碰撞物体名称：Cube (7)，碰撞次数：1199碰撞时长：0.0105026秒，碰撞总时长：14.63552秒
碰撞物体名称：Cube (7)，碰撞次数：1200碰撞时长：0.0106746秒，碰撞总时长：14.64619秒
碰撞物体名称：Cube (7)，碰撞次数：1201碰撞时长：0.0101913秒，碰撞总时长：14.65638秒
碰撞物体名称：Cube (7)，碰撞次数：1202碰撞时长：0.0119274秒，碰撞总时长：14.66831秒
碰撞物体名称：Cube (7)，碰撞次数：1203碰撞时长：0.0101396秒，碰撞总时长：14.67845秒
碰撞物体名称：Cube (7)，碰撞次数：1204碰撞时长：0.0107095秒，碰撞总时长：14.68916秒
碰撞物体名称：Cube (7)，碰撞次数：1205碰撞时长：0.0122772秒，碰撞总时长：14.70144秒
碰撞物体名称：Cube (7)，碰撞次数：1206碰撞时长：0.0101914秒，碰撞总时长：14.71163秒
碰撞物体名称：Cube (7)，碰撞次数：1207碰撞时长：0.0108544秒，碰撞总时长：14.72248秒
碰撞物体名称：Cube (7)，碰撞次数：1208碰撞时长：0.0102328秒，碰撞总时长：14.73271秒
碰撞物体名称：Cube (7)，碰撞次数：1209碰撞时长：0.0105359秒，碰撞总时长：14.74325秒
碰撞物体名称：Cube (7)，碰撞次数：1210碰撞时长：0.0104823秒，碰撞总时长：14.75373秒
碰撞物体名称：Cube (7)，碰撞次数：1211碰撞时长：0.0107105秒，碰撞总时长：14.76444秒
碰撞物体名称：Cube (7)，碰撞次数：1212碰撞时长：0.0096832秒，碰撞总时长：14.77413秒
碰撞物体名称：Cube (7)，碰撞次数：1213碰撞时长：0.0104317秒，碰撞总时长：14.78456秒
碰撞物体名称：Cube (7)，碰撞次数：1214碰撞时长：0.0099422秒，碰撞总时长：14.7945秒
碰撞物体名称：Cube (7)，碰撞次数：1215碰撞时长：0.0101063秒，碰撞总时长：14.80461秒
